codigo,descricao,tipo,unidade,preco_custo,preco_venda,estoque_minimo,aliq_icms,aliq_ipi,aliq_pis,aliq_cofins,ncm
JUN-017,"ABRAC COPO JUNCAO SUP. 1 1/2""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
JUN-018,"ABRAC COPO JUNCAO SUP. 2""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
JUN-019,"ABRAC COPO JUNCAO SUP. 2 1/2""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
JUN-020,"ABRAC COPO JUNCAO SUP. 3""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
JUN-021,"ABRAC COPO JUNCAO SUP. 3 1/2""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
JUN-022,"ABRAC COPO JUNCAO SUP. 4""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
JUN-023,"ABRAC COPO JUNCAO SUP. 5""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
JUN-024,"ABRAC COPO JUNCAO SUP. 6""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
JUN-025,JUNCAO I,PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
JUN-026,JUNCAO L,PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
JUN-027,JUNCAO T E X-CORPO,PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-001,"PARAF AA CAB PAN PHIL ZB 4,2 X 32 2x32",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-002,"PARAF AA CAB PAN PHIL ZB 4,2 X 38 2x38",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-003,"PARAF AA CAB PAN PHIL ZB 4,8 X 32 8x32",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-004,"PARAF AA CAB PAN PHIL ZB 4,8 X 38 8x38",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-005,"PARAF AA CAB PAN PHIL ZB 4,8 X 45 8x45",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-006,"PARAF AA CAB PAN PHIL ZB 4,8 X 50 8x50",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-007,"PARAF AA CAB PHIL ZB 4,8 X 38 8x38",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-008,"PARAF AA CAB PHIL ZB 4,8 X 50 8x50",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-009,"PARAF CAB LENT FDA 1/4"" X 1/4""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-010,"PARAF CAB LENT FDA ZB 1/4"" X 1/4""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-011,"PARAF CAB LENT FDA ZB 3/8"" X 3/8""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-012,"PARAF CAB LENT FDA ZB 5/16"" X 5/16""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-013,"PARAF CAB LENT TVA ZB 1/4"" X 1/4""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-014,"PARAF CAB LENT TVA ZB 1/4"" X 1 1/2""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-015,"PARAF CAB LENT TVA ZB 3/8"" X 3/8""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-016,"PARAF CAB LENT TVA ZB 3/8"" X 1 1/2""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-017,"PARAF CAB LENT TVA ZB 5/16"" X 5/16""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-018,"PARAF CAB PAN FDA ZB 4,2 X 32 2x32",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-019,"PARAF CAB PAN FDA ZB 4,8 X 38 8x38",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-020,"PARAF CAB PAN FDA ZB 4,8 X 50 8x50",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-021,"PARAF CAB PAN PHIL ZB 4,2 X 38 2x38",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-022,"PARAF CAB PAN PHIL ZB 4,8 X 32 8x32",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-023,"PARAF CAB PAN PHIL ZB 4,8 X 38 8x38",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-024,"PARAF CAB PAN PHIL ZB 4,8 X 45 8x45",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-025,"PARAF CAB PAN PHIL ZB 4,8 X 50 8x50",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-026,"PARAF CAB PHIL ZB 4,2 X 32 2x32",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-027,"PARAF CAB RED FDA PH 3/16"" X 3/16""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PAR-028,"PARAF CAB RED FDA ZB 1/4"" X 1/4""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PARIX-001,"PARAF CAB LENT FDA INOX 1/4"" X 1/4""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PARIX-002,"PARAF CAB LENT TVA INOX 1/4"" X 1/4""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PARIX-003,"PARAF CAB LENT TVA INOX 1/4"" X 1 1/2""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PARIX-004,"PARAF CAB LENT TVA INOX 3/8"" X 3/8""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PARIX-005,"PARAF CAB LENT TVA INOX 5/16"" X 5/16""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
PARIX-006,"PARAF CAB RED FDA INOX 1/4"" X 1/4""",PRODUTO_ACABADO,UN,0,0,0,12,0,0.65,3.00,
